Software_name,category_1,option_1,,category_2,option_2,category_3,option_3,category_4,option_4,category_5,option_5,category_6,option_6,category_7,option_7,category_8,option_8,category_9,option_9,category_10,option_10,category_11,option_11,category_12,option_12,category_13,option_13,category_14,option_14,category_15,option_15,category_16
HiBob HRIS,https://www.g2.com/categories/onboarding,incorporacion,https://www.g2.com/categories/onboarding,https://www.g2.com/categories/hr-analytics,analisis-de-recursos-humanos,https://www.g2.com/categories/workforce-planning,,,,,,,,,,,,,,,,,,,,,,,,,,
Hireology,https://www.g2.com/categories/recruitment-platforms,plataformas-de-contratacion,https://www.g2.com/categories/recruitment-platforms,https://www.g2.com/categories/reference-check,comprobacion-de-referencias,https://www.g2.com/categories/background-check,verificacion-de-antecedentes,https://www.g2.com/categories/drug-testing,pruebas-de-drogas,https://www.g2.com/categories/employee-referral,recomendacion-de-empleados,https://www.g2.com/categories/job-description-management,gestion-de-descripciones-de-puestos-de-trabajo,https://www.g2.com/categories/hr-analytics,analisis-de-recursos-humanos,,,,,,,,,,,,,,,,,
Zoho Recruit,https://www.g2.com/categories/recruitment-platforms,plataformas-de-contratacion,https://www.g2.com/categories/recruitment-platforms,https://www.g2.com/categories/recruiting-automation,automatizacion-de-la-contratacion,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Predictive Index,https://www.g2.com/categories/talent-assessment,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestGorilla,https://www.g2.com/categories/talent-assessment,,#N/A,https://www.g2.com/categories/technical-skills-screening,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer Mettl Assessments,https://www.g2.com/categories/talent-assessment,,#N/A,https://www.g2.com/categories/technical-skills-screening,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xref,https://www.g2.com/categories/reference-check,comprobacion-de-referencias,https://www.g2.com/categories/reference-check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiPeople,https://www.g2.com/categories/reference-check,comprobacion-de-referencias,https://www.g2.com/categories/reference-check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Checkr,https://www.g2.com/categories/background-check,verificacion-de-antecedentes,https://www.g2.com/categories/background-check,https://www.g2.com/categories/drug-testing,pruebas-de-drogas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paycom,https://www.g2.com/categories/background-check,verificacion-de-antecedentes,https://www.g2.com/categories/background-check,https://www.g2.com/categories/compensation-management,gestion-de-la-compensacion,,,,,,,,,,,,,,,,,,,,,,,,,,,
First Advantage,https://www.g2.com/categories/drug-testing,pruebas-de-drogas,https://www.g2.com/categories/drug-testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HackerRank Developer Skills Platform,https://www.g2.com/categories/technical-skills-screening,seleccion-de-competencias-tecnicas,https://www.g2.com/categories/technical-skills-screening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaXtra Search,https://www.g2.com/categories/other-recruiting,otros-contratacion,https://www.g2.com/categories/other-recruiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qualifi,https://www.g2.com/categories/other-recruiting,otros-contratacion,https://www.g2.com/categories/other-recruiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candidate.fyi,https://www.g2.com/categories/other-recruiting,otros-contratacion,https://www.g2.com/categories/other-recruiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SeekOut,https://www.g2.com/categories/diversity-recruiting,contratacion-para-la-diversidad,https://www.g2.com/categories/diversity-recruiting,https://www.g2.com/categories/talent-intelligence,inteligencia-del-talento,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hired,https://www.g2.com/categories/diversity-recruiting,contratacion-para-la-diversidad,https://www.g2.com/categories/diversity-recruiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workable,https://www.g2.com/categories/employee-referral,recomendacion-de-empleados,https://www.g2.com/categories/employee-referral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glider AI,https://www.g2.com/categories/interview-scheduling,programacion-de-entrevistas,https://www.g2.com/categories/interview-scheduling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUN Powered by ADP,https://www.g2.com/categories/job-description-management,gestion-de-descripciones-de-puestos-de-trabajo,https://www.g2.com/categories/job-description-management,https://www.g2.com/categories/harassment-prevention-training,formacion-sobre-prevencion-del-acoso,https://www.g2.com/categories/hr-service-delivery,prestacion-de-servicios-de-recursos-humanos,https://www.g2.com/categories/payroll,nomina,https://www.g2.com/categories/time-attendance,tiempo-asistencia,,,,,,,,,,,,,,,,,,,,,
LinkedIn Job Search,https://www.g2.com/categories/job-search-sites,sitios-de-busqueda-de-empleo,https://www.g2.com/categories/job-search-sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZipRecruiter,https://www.g2.com/categories/job-search-sites,sitios-de-busqueda-de-empleo,https://www.g2.com/categories/job-search-sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indeed Hiring Platform,https://www.g2.com/categories/job-search-sites,sitios-de-busqueda-de-empleo,https://www.g2.com/categories/job-search-sites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joveo,https://www.g2.com/categories/programmatic-job-advertising,publicidad-programatica-de-puestos-de-trabajo,https://www.g2.com/categories/programmatic-job-advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Appcast,https://www.g2.com/categories/programmatic-job-advertising,publicidad-programatica-de-puestos-de-trabajo,https://www.g2.com/categories/programmatic-job-advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radancy,https://www.g2.com/categories/programmatic-job-advertising,publicidad-programatica-de-puestos-de-trabajo,https://www.g2.com/categories/programmatic-job-advertising,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn Recruiter,https://www.g2.com/categories/recruiting-automation,automatizacion-de-la-contratacion,https://www.g2.com/categories/recruiting-automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handshake for Employers,https://www.g2.com/categories/virtual-career-fair-platforms,plataformas-de-ferias-de-empleo-virtuales,https://www.g2.com/categories/virtual-career-fair-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hopin Events,https://www.g2.com/categories/virtual-career-fair-platforms,plataformas-de-ferias-de-empleo-virtuales,https://www.g2.com/categories/virtual-career-fair-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iSpring Suite,https://www.g2.com/categories/course-authoring,creacion-cursos,https://www.g2.com/categories/course-authoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lessonly by Seismic,https://www.g2.com/categories/course-authoring,creacion-cursos,https://www.g2.com/categories/course-authoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360Learning,https://www.g2.com/categories/course-authoring,creacion-cursos,https://www.g2.com/categories/course-authoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certifier,https://www.g2.com/categories/digital-credential-management,gestion-de-credenciales-digitales,https://www.g2.com/categories/digital-credential-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credly Acclaim,https://www.g2.com/categories/digital-credential-management,gestion-de-credenciales-digitales,https://www.g2.com/categories/digital-credential-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give My Certificate,https://www.g2.com/categories/digital-credential-management,gestion-de-credenciales-digitales,https://www.g2.com/categories/digital-credential-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udacity,https://www.g2.com/categories/elearning-content,contenido-de-aprendizaje-electronico,https://www.g2.com/categories/elearning-content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn Learning,https://www.g2.com/categories/elearning-content,contenido-de-aprendizaje-electronico,https://www.g2.com/categories/elearning-content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udemy Business,https://www.g2.com/categories/elearning-content,contenido-de-aprendizaje-electronico,https://www.g2.com/categories/elearning-content,https://www.g2.com/categories/learning-experience-platforms-lxp,plataformas-de-experiencia-de-aprendizaje,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnowBe4 Compliance Plus,https://www.g2.com/categories/harassment-prevention-training,formacion-sobre-prevencion-del-acoso,https://www.g2.com/categories/harassment-prevention-training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethena,https://www.g2.com/categories/harassment-prevention-training,formacion-sobre-prevencion-del-acoso,https://www.g2.com/categories/harassment-prevention-training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Continu,https://www.g2.com/categories/learning-experience-platforms-lxp,plataformas-de-experiencia-de-aprendizaje,https://www.g2.com/categories/learning-experience-platforms-lxp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learnerbly,https://www.g2.com/categories/learning-experience-platforms-lxp,plataformas-de-experiencia-de-aprendizaje,https://www.g2.com/categories/learning-experience-platforms-lxp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Together Mentorship,https://www.g2.com/categories/mentoring,tutoria,https://www.g2.com/categories/mentoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Growthspace,https://www.g2.com/categories/mentoring,tutoria,https://www.g2.com/categories/mentoring,https://www.g2.com/categories/skills-management,gestion-de-habilidades,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mentorloop Mentoring Software,https://www.g2.com/categories/mentoring,tutoria,https://www.g2.com/categories/mentoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdApp,https://www.g2.com/categories/microlearning-platforms,plataformas-de-microaprendizaje,https://www.g2.com/categories/microlearning-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code of Talent,https://www.g2.com/categories/microlearning-platforms,plataformas-de-microaprendizaje,https://www.g2.com/categories/microlearning-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tovuti LMS,https://www.g2.com/categories/microlearning-platforms,plataformas-de-microaprendizaje,https://www.g2.com/categories/microlearning-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trainual,https://www.g2.com/categories/training-management-systems,sistemas-de-gestion-de-la-formacion,https://www.g2.com/categories/training-management-systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adobe Learning Manager (formerly Adobe Captivate Prime),https://www.g2.com/categories/training-management-systems,sistemas-de-gestion-de-la-formacion,https://www.g2.com/categories/training-management-systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culture Amp,https://www.g2.com/categories/performance-management,gestion-del-rendimiento,https://www.g2.com/categories/performance-management,https://www.g2.com/categories/employee-engagement,compromiso-de-los-empleados,https://www.g2.com/categories/career-management,gestion-de-carreras,,,,,,,,,,,,,,,,,,,,,,,,,
Bonusly,https://www.g2.com/categories/employee-engagement,compromiso-de-los-empleados,https://www.g2.com/categories/employee-engagement,https://www.g2.com/categories/employee-recognition,reconocimiento-de-empleados,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salary.com,https://www.g2.com/categories/compensation-management,gestion-de-la-compensacion,https://www.g2.com/categories/compensation-management,https://www.g2.com/categories/pay-equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAP SuccessFactors,https://www.g2.com/categories/compensation-management,gestion-de-la-compensacion,https://www.g2.com/categories/compensation-management,https://www.g2.com/categories/hr-service-delivery,prestacion-de-servicios-de-recursos-humanos,https://www.g2.com/categories/talent-marketplace-platforms,plataformas-mercado-talento,,,,,,,,,,,,,,,,,,,,,,,,,
Qualtrics Employee Experience,https://www.g2.com/categories/360-feedback-tools,herramientas-de-retroalimentacion-360,https://www.g2.com/categories/360-feedback-tools,https://www.g2.com/categories/exit-interview-management,gestion-de-entrevistas-de-salida,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weekly10,https://www.g2.com/categories/360-feedback-tools,herramientas-de-retroalimentacion-360,https://www.g2.com/categories/360-feedback-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leapsome,https://www.g2.com/categories/career-management,gestion-de-carreras,https://www.g2.com/categories/career-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vantage Circle,https://www.g2.com/categories/employee-recognition,reconocimiento-de-empleados,https://www.g2.com/categories/employee-recognition,https://www.g2.com/categories/benefits-administration,administracion-de-beneficios,https://www.g2.com/categories/employee-perks,ventajas-para-empleados,,,,,,,,,,,,,,,,,,,,,,,,,
Nectar,https://www.g2.com/categories/employee-recognition,reconocimiento-de-empleados,https://www.g2.com/categories/employee-recognition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SurveySparrow,https://www.g2.com/categories/exit-interview-management,gestion-de-entrevistas-de-salida,https://www.g2.com/categories/exit-interview-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intelliHR - Intelligent People Management,https://www.g2.com/categories/exit-interview-management,gestion-de-entrevistas-de-salida,https://www.g2.com/categories/exit-interview-management,https://www.g2.com/categories/offboarding,desvinculacion,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoCo,https://www.g2.com/categories/offboarding,desvinculacion,https://www.g2.com/categories/offboarding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qualee,https://www.g2.com/categories/offboarding,desvinculacion,https://www.g2.com/categories/offboarding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Localyze,https://www.g2.com/categories/relocation-management,gestion-de-reubicacion,https://www.g2.com/categories/relocation-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WayLit,https://www.g2.com/categories/relocation-management,gestion-de-reubicacion,https://www.g2.com/categories/relocation-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UrbanBound,https://www.g2.com/categories/relocation-management,gestion-de-reubicacion,https://www.g2.com/categories/relocation-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluralsight Skills,https://www.g2.com/categories/skills-management,gestion-de-habilidades,https://www.g2.com/categories/skills-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud Academy,https://www.g2.com/categories/skills-management,gestion-de-habilidades,https://www.g2.com/categories/skills-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UKG Pro,https://www.g2.com/categories/succession-planning,planificacion-de-la-sucesion,https://www.g2.com/categories/succession-planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilat Talent Management,https://www.g2.com/categories/succession-planning,planificacion-de-la-sucesion,https://www.g2.com/categories/succession-planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quantum Workplace,https://www.g2.com/categories/succession-planning,planificacion-de-la-sucesion,https://www.g2.com/categories/succession-planning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeyTaco,https://www.g2.com/categories/team-building,fomento-del-trabajo-en-equipo,https://www.g2.com/categories/team-building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matter,https://www.g2.com/categories/team-building,fomento-del-trabajo-en-equipo,https://www.g2.com/categories/team-building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trivia,https://www.g2.com/categories/team-building,fomento-del-trabajo-en-equipo,https://www.g2.com/categories/team-building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gusto,https://www.g2.com/categories/benefits-administration,administracion-de-beneficios,https://www.g2.com/categories/benefits-administration,https://www.g2.com/categories/contractor-payments,pagos-a-contratistas,https://www.g2.com/categories/payroll,nomina,,,,,,,,,,,,,,,,,,,,,,,,,
Phenom Intelligent Talent Experience Platform,https://www.g2.com/categories/talent-intelligence,inteligencia-del-talento,https://www.g2.com/categories/talent-intelligence,https://www.g2.com/categories/talent-marketplace-platforms,plataformas-mercado-talento,,,,,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn Talent Insights,https://www.g2.com/categories/talent-intelligence,inteligencia-del-talento,https://www.g2.com/categories/talent-intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toptal,https://www.g2.com/categories/freelance-platforms,plataformas-para-autonomos,https://www.g2.com/categories/freelance-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiverr,https://www.g2.com/categories/freelance-platforms,plataformas-para-autonomos,https://www.g2.com/categories/freelance-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upwork,https://www.g2.com/categories/freelance-platforms,plataformas-para-autonomos,https://www.g2.com/categories/freelance-platforms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JobDiva,https://www.g2.com/categories/staffing,dotacion-de-personal,https://www.g2.com/categories/staffing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesforce Work.com,https://www.g2.com/categories/other-hr,recursos-humanos,https://www.g2.com/categories/other-hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RallyBright Platform,https://www.g2.com/categories/other-hr,recursos-humanos,https://www.g2.com/categories/other-hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoho BackToWork,https://www.g2.com/categories/other-hr,recursos-humanos,https://www.g2.com/categories/other-hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human Interest 401(k),https://www.g2.com/categories/401-k,401-k,https://www.g2.com/categories/401-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guideline,https://www.g2.com/categories/401-k,401-k,https://www.g2.com/categories/401-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betterment,https://www.g2.com/categories/401-k,401-k,https://www.g2.com/categories/401-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breathe,https://www.g2.com/categories/absence-management,gestion-de-ausencias,https://www.g2.com/categories/absence-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HROne,https://www.g2.com/categories/absence-management,gestion-de-ausencias,https://www.g2.com/categories/absence-management,https://www.g2.com/categories/employee-scheduling,programacion-de-empleados,https://www.g2.com/categories/hr-case-management,gestion-de-casos-de-recursos-humanos,,,,,,,,,,,,,,,,,,,,,,,,,
Personio,https://www.g2.com/categories/absence-management,gestion-de-ausencias,https://www.g2.com/categories/absence-management,https://www.g2.com/categories/hr-service-delivery,prestacion-de-servicios-de-recursos-humanos,,,,,,,,,,,,,,,,,,,,,,,,,,,
